fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target
8.018689467858522,0.2145064905160416,0.35659385932547344,1.8450649051604158,0.0612532452580208,7.0,15.131877186509469,0.9947857284109538,3.318681228134905,0.7986812281349054,11.886812281349053,1
9.099106343716853,0.4315370868343821,0.3142537979898876,2.457908848242697,0.06856568363817978,9.714924040202249,28.0,0.9964912243071352,3.3043431636182024,0.7156121535676404,11.2,1
9.799599541850586,0.4299599541850588,0.38562750286343384,2.149799770925294,0.06262349828193971,24.49799770925294,55.43724971365662,0.9953085447651985,3.1668825085903016,0.8068825085903014,11.480974685022279,1
8.641459738030754,0.2941459738030754,0.3735766230051256,2.2186857061127636,0.08363355808492061,6.471532460102512,15.471532460102512,0.9956643792140918,3.304715324601025,0.7635766230051256,11.8,1
11.097556086368954,0.5208646561157991,0.6508646561157991,3.0790410072374477,0.11460525928105941,6.0,14.456767194210041,0.9975716164028949,3.0682706877684014,0.7034586244631966,11.637030158263013,1
8.47071775507475,0.3331849147655853,0.3884075426172074,2.3407542617207353,0.07145206818753175,29.318491476558528,47.84075426172073,0.9955156836926525,3.310445255703244,0.8704452557032442,12.113357671097324,1
11.68148049971051,0.42833311243486466,0.5501850624638137,1.4796298750723726,0.09051857251592196,22.203701249276275,41.20370124927627,0.9974824058120295,2.9996298750723724,0.7437039000578981,10.022220749565765,1
8.209116449040618,0.2645582245203096,0.3445582245203096,2.490883550959381,0.07345582245203096,16.091164490406193,46.635342038375235,0.9958032532643899,3.3917951958634425,0.7790883550959381,11.409397388487431,1
7.807805177103333,0.25378031335638945,0.2977562670252217,1.7153658038161113,0.059992663488283395,7.307316076322225,15.0,0.9946660485013692,3.324609741144833,0.7661952316045553,11.761707765654998,1
9.418522546157886,0.3662954907684226,0.5109261273078943,2.3361080903815847,0.06537982094249963,12.546306365394717,25.0,0.9951399062998061,3.3509261273078943,0.7736108090381585,12.808324271144755,1
8.078921423693465,0.32530354393728256,0.44530354393728255,1.9226810456445695,0.05887858242508698,21.34822803135872,35.591063181184765,0.9949142496151219,3.231661016689892,0.8477318954355431,11.334822803135872,1
12.555345268804201,0.31,0.7133910997830218,2.1892828645130087,0.07205358567743496,6.053585677434958,28.98213810752168,0.9986646334528929,2.8864302812921947,0.8201786189247832,9.825006649469648,1
8.51871913114561,0.40171180450776245,0.3757758479504819,2.0032021721359725,0.06779679782786403,5.5935956557280555,12.0,0.9950726230659813,3.3398398913932015,0.704224152049518,11.92352238934957,1
8.876415229322173,0.33059175813404346,0.3364665621325218,2.1705832026656524,0.0751758163465348,11.588335946686955,30.705832026656523,0.9963412091826732,3.3005832026656523,0.8217581634653479,11.323413661310001,1
8.796980361544097,0.5323429551056125,0.11644918951202665,2.5617147755280625,0.09029468827967929,20.08816396504009,49.881639650400885,0.9977146131545521,3.3426449189512026,0.8467754052439866,10.67934756853608,1
7.112995494554489,0.6525275906311689,0.0097466209158667,2.3935022527227554,0.05232488736386222,6.0,11.032488736386222,0.9932375050634036,3.35292398627476,0.6619493241831733,12.661013516336533,1
9.670178787726343,0.6043623375970038,0.39,2.9403575754526843,0.07873444588243696,21.0,58.25816450129338,0.9981674374450272,3.3347628138114356,0.7304004762144319,11.407270562661672,1
7.345483251081207,0.2907580541846868,0.4951610836937358,5.573625984482603,0.0324403029509049,36.80685406385151,195.7466822437124,0.9919955148272706,3.125524322691415,0.4545483251081207,12.022741625540604,1
7.900739101099856,0.29997536329667146,0.679852179780029,8.291993071418233,0.05005173707698989,37.49692041208394,277.7844288458755,0.9931646070635225,3.0103572321982632,0.5102956404399422,12.297782696700434,1
9.961505461389816,0.2878661812097942,0.47,1.681170914414301,0.06001672734877567,7.794981795367281,24.0,0.9972914218246459,3.19188290855857,0.8521338187902058,10.581170914414301,1
8.2,0.29963467758686646,0.3685845158610137,2.5570774206949314,0.05789040327605993,4.0,10.785387103474658,0.9940194514555323,3.31821919344788,0.7235616131042397,12.8,1
9.129674084353587,0.4672862735840082,0.3833610155388187,1.5980319644827001,0.07753597613749355,8.50492008879325,23.752460044396624,0.9968138530244182,3.2521801942284387,0.7779182075474262,10.275246004439662,1
8.067523801774959,0.30649523964500813,0.38233650690332793,2.1792063362915988,0.05774063525641843,4.441587327416802,10.0,0.9938382000162725,3.303504760354992,0.6293460276133116,12.093460276133117,1
7.86766204273312,0.5068487601157541,0.15089583845980858,2.277445985755626,0.0611658175784565,34.225540142443734,46.804321139549884,0.9943571983182283,3.4171473729356903,0.8008958384598086,12.632337957266879,1
8.128660375262552,0.31,0.44195872654609053,2.2125778283547333,0.19879167480863366,5.32165093815638,16.0,0.9939917132008392,3.1757320750525104,0.8067834906184362,12.387422171645268,1
11.077279200203396,0.4777279200203397,0.6042431146883623,3.214399333502831,0.1150758309356385,6.0,13.651519466802265,0.9973225816695188,3.109241690643615,0.7086367520122038,11.534848053319774,1
9.84814907209585,0.4350371432910228,0.5454816154538983,2.1718521752335476,0.09200742865820455,6.0,15.0,0.9966285935442587,3.1584443474299357,0.686074037116166,11.8,1
11.654158363331375,0.6642697954164216,0.5873630485560128,4.1375249100058795,0.11079108543319614,6.590263938885623,20.180527877771244,0.9990361055755542,3.1904868030557187,0.7785395908328433,12.691683273337253,1
8.419896098765987,0.28664934979433115,0.4149870123457483,1.7433246748971656,0.06136519473251814,7.0,15.433246748971655,0.9945973298699583,3.272342857613118,0.7523428576131179,12.159948049382994,1
10.646794785169872,0.5193740562961162,0.37906108444417425,2.592175703701452,0.06593740562961162,29.03129718519419,55.96870281480581,0.9957936293748216,3.1523472888895645,0.7878091970364066,12.067137955546098,1
5.1,0.4446808060401483,0.0,1.7850419357332434,0.044,17.401677429329737,87.70083871466487,0.9917300512876542,3.6620503228798924,0.7614119349601888,13.495293550132704,1
11.44160561345676,0.3271678877308648,0.6059744350428988,2.2424816840370276,0.06262846455475274,22.07080280672838,42.53540140336419,0.9970482406872364,3.132919719327162,0.7403978175626553,11.121240842018514,1
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.577318112454645,1
10.672426642595946,0.29813364748360094,0.47,2.244009424508028,0.07273810239972098,15.186635251639906,32.604454916120034,0.9985464292159749,3.2769355323852065,0.7485791390956041,10.539554508387997,1
7.105060029625862,0.5889879940748276,0.0002530014812931018,2.092409955561207,0.09105060029625862,9.0,14.02530014812931,0.9948865780385127,3.4182289896309483,0.5507590044438794,11.487349925935344,1
5.372188762792693,0.7334889841933312,0.08834337116219196,1.4781123720730651,0.04655622474414613,13.834337116219196,91.88755051170774,0.9922386948241976,3.5616566288378078,0.858343371162192,13.157597010841386,1
8.697095157269349,0.2997095157269348,0.38284919287822466,2.422682243320942,0.09253522516309567,6.656983857564493,15.656983857564493,0.9958312854718074,3.306569838575645,0.7728491928782246,11.8,1
5.251411853522244,0.49793818422470926,0.08327651943723456,2.0785296338056116,0.047028237070444893,15.514118535222448,88.27117780283368,0.9920192114005588,3.5448588146477755,0.8945764439433266,13.404706178407432,1
7.603610856433517,0.6181902665037445,0.11752000392567469,2.3668540466271017,0.07876886458900664,16.047351361961283,32.95264863803872,0.9973363243190194,3.5596389143566483,0.6890529727607743,10.790529727607744,1
8.918436269403072,0.345390932649232,0.4009218134701536,3.4525098447754243,0.10612838342535488,11.81563730596928,24.0,0.995466032849776,3.2336872538806145,0.713827202052304,11.972345595895392,1
7.448143222686229,0.3727571469187359,0.3089714123250565,2.0275714691873588,0.06310285876749436,14.448570616252823,28.551429383747177,0.9952790008529345,3.23,0.73,10.858856493002259,1
9.874580819550642,0.3352515082696151,0.48732394421126946,2.0254191804493584,0.0845050301653923,40.24413147370898,72.24413147370898,0.9951847551908175,3.055251508269615,0.6550838360898716,11.8,1
8.481116888947282,0.4027038962982427,0.41729610370175724,5.601719496455904,0.07741631170385942,24.854077925964855,42.29184414807029,0.9953058368829614,3.2633475318456235,0.7816737659228117,12.366524681543767,1
11.525252912362468,0.28308377213478,0.47,1.792513164043399,0.057186564539272636,16.691622786522004,32.10279240449267,0.9971467908085345,3.1715864049434597,0.6833630125840466,10.589720759550733,1
9.627628103319495,0.3455989904057162,0.5712346656823408,4.554705933575364,0.06970904501844163,44.436432472337536,76.42909549815583,0.9977298773254583,3.2987286494467507,0.8585819099631167,11.570904501844165,1
9.194489708917837,0.4088979417835676,0.498163236305946,2.520204400634594,0.0560102200317297,12.0,24.98163236305946,0.9952053266147127,3.3379795599365405,0.7883469126753514,13.276122071977298,1
8.254126592034138,0.449058032243134,0.33882473354305703,1.941178190775796,0.06934120743396432,14.035287236896817,24.482356381551593,0.9951158821809214,3.4014114894758727,0.7185885105241273,11.442359305870445,1
10.23689512602434,0.33893146219269815,0.45,6.3579300840162265,0.07257930084016226,5.210349579918868,13.21034957991887,0.997477997243647,3.2257930084016224,0.7505846386267734,12.431720336064904,1
9.68097514853274,0.4865398343235516,0.5158145326772029,2.865398343235516,0.06992390059413096,10.0,26.69203313528968,0.996661593372942,3.218822816499623,0.7419381775590677,12.050178462061709,1
10.923862731806189,0.47309656829515473,0.5429189945165207,1.7138733698898614,0.07187902367896477,23.0,42.0,0.9970045730269207,3.0141620109669582,0.6889678105682818,11.038068634096906,1
5.288247500846477,0.4670618752116193,0.10353612546556251,2.1764950016929547,0.04776495001692955,16.117524991535227,88.94123750423239,0.9918053093760582,3.548226749407466,0.871185625634858,13.6,1
7.392758372785366,0.35855167455707315,0.3392758372785366,1.8506913905024391,0.07420342100639024,18.217248816439024,37.92758372785366,0.9934375909170781,3.37782751183561,0.8720342100639025,13.491375591780487,1
10.053424220597645,0.39397273382070663,0.47671211029882227,4.169879617289508,0.08862999279722268,6.0,13.465757794023554,0.9967047970984734,3.2153424220597646,0.5754787529562312,11.693151558804711,1
10.12921316559844,0.322921316559844,0.47,2.60587332570902,0.085,13.412667429098,33.1174665141804,0.999381001682527,3.3459040182983517,0.796476004574588,10.68794642268864,1
6.890759387884463,0.3583498293111916,0.3233003413776169,1.8082508534440422,0.06683498293111916,4.0825085344404215,8.165017068880843,0.9929146868628722,3.352574231900362,0.5491749146555959,12.667986344895327,1
7.2,0.37175485953103166,0.31824514046896835,2.0,0.06094708428138099,15.0,28.175485953103166,0.9947035097190621,3.23,0.735264578593095,11.3,1
10.271560270185654,0.3543120540371309,0.47284397298143455,2.1,0.07060567024827011,5.357801350928272,9.357801350928272,0.9953170707829117,3.1713758919257384,0.6756879459628691,11.992659594721518,1
8.476398874660605,0.4991391655117462,0.18340746364360727,2.0423242382245315,0.06274533708446463,33.03371589334199,45.64418940443867,0.9950042252787481,3.395581059556133,0.7657675761775468,12.023601125339395,1
9.106760084105565,0.39707063022092215,0.5006760084105564,1.8135201682111286,0.07106760084105564,6.977466386314786,16.045067227370428,0.9946556031096225,3.209774663863148,0.6999147900214941,12.488733193157392,1
5.320085908986229,0.5433135677997374,0.10397422730413118,1.999140910137706,0.04759828182027541,15.397422730413117,89.80343635944918,0.9919364982721202,3.546025772695869,0.8739742273041312,13.479484546082624,1
11.314764241424124,0.29465969704113404,0.5269319394082268,2.0772775763290725,0.0633748666509505,3.9204181775319573,10.0,0.9960513505439116,3.0752250906519176,0.7962513334904948,10.685235758575876,1
8.896415199189146,0.5449982980786188,0.14356778159704003,2.6249914903930938,0.08957152582407893,20.178559271990135,50.78559271990134,0.9978321270535873,3.345356778159704,0.8332161092014799,10.76070334479112,1
11.629988058025237,0.28123550485837817,0.47,1.7370651457513444,0.05527668835365742,16.876449514162186,32.04118349527927,0.9969749019518291,3.158648534008647,0.6753538543863054,10.595881650472073,1
7.768154183341765,0.4060344720797499,0.3611156375063237,3.039655279202501,0.08030730179151911,14.011156375063237,36.34077091670883,0.9971351927291772,3.3598884362493675,0.7808925100050589,11.71227201256956,1
6.980619989742131,0.5980619989742131,0.12096900051289346,2.2096900051289348,0.08207944951275122,13.0,28.048450025644673,0.9964725764325546,3.5151549974355327,0.62,10.272675038467009,1
9.95093603992633,0.4262734009981582,0.3900624026617553,2.972659900184178,0.0913789001663597,12.627340099815822,51.378900166359706,0.9984344071747133,3.2398751946764897,0.6561485956746478,10.06210998336403,1
10.46886639080551,0.26075573946299235,0.42,1.8207557394629923,0.07637732781611023,6.1037786973149615,21.792442605370077,0.997398669327209,3.2027354911879526,1.02301753869811,10.83113360919449,1
6.086268035147676,0.5384329912130809,0.12967147603938045,2.0379106549507746,0.07889553274753872,3.405223362623064,9.784329912130808,0.9933828811046288,3.5681718230819275,0.5975821309901549,12.8,1
10.52490687279371,0.3368376792696268,0.42098882473524535,2.623320916372495,0.09476679083627505,16.0,47.76679083627505,0.998446641832745,3.146837679269627,0.8973134661959916,10.369962749117484,1
9.216116747540319,0.3496827427325288,0.5116116747540318,2.0322334950806367,0.07216116747540317,6.612944174865606,16.77411165026879,0.9952315482037123,3.206129441748656,0.8603045630591333,12.306472087432804,1
9.1,0.29701164113662687,0.3370116411366269,2.0149417943168655,0.06370116411366268,12.298835886337313,25.597671772674627,0.99516,3.26,0.84,11.7,1
10.441681633769514,0.2638878910820324,0.47,1.8676009076497297,0.0765744399365881,6.1943945541016205,24.0,0.9975578811799447,3.182591927388022,1.0257443993658812,10.861121089179676,1
7.710529907473792,0.2994803288265157,0.28473163416300123,2.0263247686844807,0.06284239259790338,17.94735046263104,34.21059814947584,0.9952579144911058,3.2831589722421377,0.8915760740209662,11.321059814947585,1
8.687835126235342,0.3662774194192553,0.4812652330106974,1.9124086019358157,0.12533082426897757,6.250609320427896,16.0,0.9942303168466221,3.1875182796128367,0.7349634407743263,12.5,1
12.643315454811678,0.3078342272594161,0.7243315454811676,2.286630909623354,0.07698127730334287,6.649731822175156,28.783422725941616,0.9988516040918409,2.9493047276986832,0.8091711362970807,10.016577274058386,1
10.5,0.2522451597176232,0.47,1.9775484028237684,0.0733470958305739,6.0,24.0,0.9976775484028239,3.1683677395764347,0.9857161180233621,10.938774201411885,1
9.762406209703837,0.28,0.3876522639124131,1.8453195342722122,0.057875187580592326,17.48439844757404,32.96879689514808,0.996055898577027,3.212971798184625,0.7814116429420294,10.93907891330183,1
9.862574082809475,0.34625740828094753,0.4146195739741649,2.5356719526802998,0.08330410059149626,5.339179881700749,17.0,0.996684152650868,3.163216402365985,0.7415785680592023,10.973097869870823,1
9.9,0.4304597385334475,0.46492972400752786,1.9022986926672374,0.0736449491592814,30.553001452591957,49.23499273704021,0.9969119795061188,3.228710101681437,0.7931800871555175,11.046998547408041,1
10.52580551594656,0.3642776551104877,0.5464795860999333,2.0842910335257185,0.07733377928050764,9.40252413736807,23.59747586263193,0.9981776986189727,3.191823310384235,0.832075724121042,10.340252413736808,1
12.62706604273509,0.5620389755876212,0.6816167446581138,5.454132085470179,0.07932515340812066,7.0,41.135330213675445,1.001810898596154,3.102425116987171,0.701898231944452,10.648502339743414,1
10.4480903831449,0.29633673179857106,0.5530553869681624,2.3671865516959136,0.08111457701130609,5.480903831448985,22.961807662897968,0.9987420115708122,3.2215276934840813,0.8842711494346955,11.055728850565304,1
10.061131159138709,0.41529803379202146,0.4605960675840429,6.126642609033549,0.07315996762290106,6.0,14.040754106092473,0.9970762406664077,3.2018491787815053,0.5038563960714407,11.8,1
9.052400467109452,0.3919600570911553,0.49836000519010504,2.713199325286346,0.0607399818346324,11.836000519010502,24.836000519010504,0.9951639201141823,3.328520036330735,0.7654000778515755,13.103200622812604,1
7.415821649468615,0.3561392783510462,0.23894929896811692,1.8877214432979077,0.06680696391755231,11.438607216489538,25.0,0.9953508735463936,3.3498228453616736,0.7838607216489538,10.80177154638326,1
10.912066399685145,0.30073785919118406,0.4922135775735523,2.5798612478992466,0.07824826559874058,37.75173440125942,67.0,0.9995093146652838,3.353020812815113,0.9034895935924435,10.634895935924435,1
10.362688540675927,0.4074622918648143,0.48100820275347317,2.122016405506946,0.07750754162703713,6.593278648310179,20.0,0.9961073934868588,3.14,0.7615295053817125,11.1,1
9.195676627508945,0.48895881397771646,0.3221412092192579,2.3852647672861087,0.080846763955392,11.349705814126546,18.650294185873452,0.9960831823952412,3.261473523271389,0.6055205930111418,11.2153236044608,1
7.560360535711856,0.5656216321427113,0.015207210714237127,1.9041442142847425,0.08258557857152574,9.0,16.562163214271138,0.9960043969785629,3.355207210714237,0.5747927892857628,10.218918392864431,1
7.776851595611552,0.306898058464043,0.36148127648924117,2.6148127648924113,0.06814812764892411,16.847226065826728,35.15277393417327,0.9960069417539212,3.306898058464043,0.8846296808776897,11.876386967086637,1
8.497410462688798,0.28,0.4701294768655601,1.9683930248741353,0.08444554661681879,6.329017437814662,12.0,0.99390233058358,3.2567098256218534,0.5969687793529737,12.367098256218535,1
7.141054777809,0.6023164333426999,0.09006895924156695,1.4649087036516675,0.065,15.0,22.589452221910005,0.9948861013999433,3.4164908703651666,0.5812616555337003,10.291399574016834,1
10.425572093440504,0.3120995345916469,0.5890846504951929,2.56985115903546,0.08246567439356974,5.255720934405044,22.51144186881009,0.999237413944309,3.239542325247596,0.8167162803215133,11.123283719678486,1
10.81535049892419,0.49436655579462424,0.40178842757456945,2.6256334442053757,0.06792250831540318,29.769003326161272,57.409839431295666,0.9963377807891491,3.1717884275745694,0.8066617387334942,11.933382612665056,1
8.522979132647972,0.36265378664174447,0.38831723330218054,2.1831723330218056,0.08652109730965722,5.566344666043611,10.0,0.9952377376321802,3.1907117467538946,0.5626537866417445,11.596441266230528,1
9.87816917114632,0.39432398449804307,0.53,6.512254871858347,0.0959957818727306,6.0,18.95633834229264,0.9984952120215024,3.2669436839604846,0.8335351138892819,11.713098497312208,1
8.992822166121076,0.3348501763244041,0.43221602014385174,1.5485017632440408,0.05991010579464245,18.838327455853197,37.1616725441468,0.9947083901258333,3.2123345088293607,0.8883832745585319,11.504181360367006,1
11.941588809983694,0.388331108856677,0.6537416582125386,2.9833110885667695,0.09270794404991847,11.979138860708462,30.020861139291537,0.9995280290694443,3.183129170893731,0.6347980620370538,10.825033367149846,1
10.69347396152534,0.3377389584610136,0.5358800263449073,2.738694792305068,0.08777389584610136,13.30652603847466,31.95978905771199,0.9996326631509619,3.297587343462719,0.7410547132703461,10.604021094228802,1
7.934148299715913,0.25667685374644894,0.3233842687322446,2.4003056123934674,0.06668602211825293,16.996943876065327,47.66462925071022,0.996179266530255,3.4,0.7733537074928979,11.167074149857957,1
6.796726499291304,0.5310444452870355,0.19673418664067197,1.566017091424506,0.06774512818568379,14.542478635719368,22.3725640928419,0.9944535931634297,3.417451281856838,0.653008545712253,10.549025637136758,1
9.9,0.44121016757891607,0.476277399111078,1.9560508378945802,0.07573531036256696,30.4932768467838,49.533615766081,0.9969322858720935,3.2245293792748657,0.7895966108070279,11.1067231532162,1
12.428794371939903,0.30429314573133015,0.6996183776118933,2.1918473510447574,0.07151084106268543,6.0,28.592367552237867,0.9986266261594029,2.902012152179155,0.826522119164194,9.897831787462913,1
9.040326136112384,0.31144556860894856,0.3938695455550467,2.0773909111009345,0.08848259099954206,6.0,10.0,0.9958303040922151,3.170326136112383,0.58,11.577390911100935,1
8.110280562461162,0.5216260512740798,0.20190661373524144,1.7779438875077678,0.06411775550031071,3.66168337476697,15.779438875077677,0.9959882613200746,3.393532665009321,0.8802989975139819,10.78672946239902,1
9.991681014395267,0.31979202535988166,0.5968240824196155,3.4887203592649905,0.06474480063399704,8.673599154670612,39.255199366002955,0.9978854172701074,3.345519936600296,0.6836799577335305,12.748960126799409,1
8.279642171965776,0.29982108598288787,0.3798210859828879,2.4203578280342244,0.07698210859828879,16.796421719657758,43.81431312136897,0.9947453674205131,3.3283220452308018,0.7720357828034224,12.255706063589308,1
7.5350499468184395,0.3615954759372306,0.4568090481255387,2.020226203138467,0.06825628662596961,23.5213572188308,43.68090481255387,0.9953272361925022,3.3744723850043092,0.8436180962510773,10.968090481255388,1
10.716774659527841,0.33961286721830314,0.53,2.513548005840857,0.06714192679970822,3.0,10.0,0.995744387067121,3.053096733949868,0.7881935992212191,11.109032003893905,1
8.323531669107815,0.32176391581226516,0.42117658345539066,2.280390275743488,0.07019609724256512,9.039219448513023,20.039219448513023,0.9943094165051264,3.3811765834553906,0.7696078055148697,12.66862444118958,1
8.456586942137964,0.28247722098440825,0.36079536830734704,2.0504555803118354,0.05499088839376329,3.584092633853059,8.415907366146941,0.9949752277901559,3.2918640848017953,0.6108864843697142,11.20795368307347,1
9.623241525634288,0.49309887008457187,0.5377115113240003,2.3692490584038097,0.08608103814085721,30.768773539904753,52.15375470798095,0.99677711511324,3.202300376638476,0.7984386769952376,11.72300376638476,1
5.225752963641189,0.5126920459063162,0.06916413000265396,2.0143824091029727,0.04651505927282378,15.25752963641189,87.88629445461784,0.9921244128490712,3.547424703635881,0.9022741109076433,13.319176545470588,1
8.532324850667123,0.3038375746664381,0.4352929940266849,2.1676751493328763,0.06617579641601097,11.470700597331506,19.529299402668496,0.9955052929940267,3.2335159283202195,0.7967675149332877,11.385254790933972,1
9.407089555226712,0.48799440530070193,0.33232276111933223,2.307089555226712,0.08481902998520204,37.3227611193322,67.0,0.9973138152948473,3.317164177909315,0.7601958945513185,11.42835822090685,1
7.005813858271622,0.4387403307078154,0.23106587401646392,2.4009689763786035,0.10081589448806527,25.504844881893018,35.49515511810698,0.9943671028425144,3.343788779526746,0.6494186141728379,11.905813858271621,1
7.776389110282409,0.43653595813093693,0.31086601046726575,3.234640418690631,0.06328349738318356,9.456699476636711,28.54330052336329,0.9951830068276662,3.3028349738318354,0.5722059057946081,11.254330052336329,1
11.608397520685235,0.6585496900856543,0.5980405785067785,4.274807437944295,0.10758782644796644,6.513995867808725,20.02799173561745,0.9990055983471234,3.194300206609564,0.7670993801713087,12.783204958629529,1
6.411340107416191,0.32003007572468656,0.26940291890450396,2.117611675618016,0.056471649731459524,19.0,49.41194162190992,0.9946167695553269,3.5318213190111747,0.7517611675618016,12.177019027920755,1
11.850029442213938,0.4302939444575651,0.6576484443394794,3.1293944457565073,0.10850029442213938,10.029394445756507,23.02939444575651,0.999925044163321,3.154115222405911,0.854115222405911,10.447031113210413,1
5.341793932060394,0.5275739411356565,0.018134544904529544,1.7604484830150984,0.044,22.462787622113787,86.60448483015098,0.9915277479125222,3.523730910190941,0.8674618203818818,13.564933313166083,1
10.10267160202872,0.33274264562734057,0.45331924150827113,2.163713228136703,0.09039803883395749,6.0,10.0,0.9963392965776929,3.157566790050718,0.635133580101436,11.230520813053992,1
10.5,0.24804552869488272,0.44011382173720676,1.8402276434744136,0.07740227643474414,6.0,22.804552869488273,0.9976,3.197931706957676,1.0459772356525587,10.840227643474414,1
8.007043905394369,0.31792956094605634,0.4317182437842253,2.720704390539437,0.10503521952697184,7.792956094605632,16.792956094605632,0.9970756881916344,3.3258591218921127,0.7820704390539437,11.165635124315495,1
8.575519611547428,0.36655009338832106,0.4468998132233578,1.7724953305839457,0.05041966380204409,22.034971983503674,42.68998132233578,0.9952875992528935,3.2951985057868627,0.8237996264467157,10.868998132233578,1
10.38583996941321,0.4382693295949479,0.7270893270460488,6.513419920984127,0.07392133316340672,38.118000254889914,76.00786668365933,0.9989767146163684,3.172360005097798,0.8501573336731866,11.992133316340672,1
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.576128484286908,1
7.030981235599477,0.7430292219901174,0.051549061779973884,2.3,0.06115490617799739,32.718302059332466,46.922546911001305,0.9948300744394437,3.498450938220026,0.6246471853399217,12.443660411866492,1
11.424229272198305,0.4015154145560339,0.66,2.98080764240661,0.10182848449295893,12.0,29.616152848132202,0.9986019974051438,3.203030829112068,0.6760616582241356,11.145462436681017,1
8.094443350873677,0.3942305421045329,0.18316256140404968,2.3602561578939256,0.0737649261402508,19.53418719297975,49.0,0.997162135961401,3.367948768421215,0.8134187192979752,10.739743842106074,1
9.050799419134362,0.2901598838268726,0.3416400193621879,1.9507994191343627,0.06252398257403088,12.16400193621879,25.32800387243758,0.994959917637813,3.240319767653745,0.7989995159453023,11.634399225512484,1
7.8,0.3813059444293946,0.34096732053713186,2.5349455342285534,0.09669044508726449,8.23579209395921,17.23579209395921,0.9971973881111412,3.3370737628187763,0.7304836602685659,10.646311859061186,1
8.31920035196023,0.4620800165628344,0.3044799958592914,2.979199834371656,0.06488000103517715,9.77600020703543,28.22399979296457,0.9958982404637593,3.3188000103517714,0.6296800372663773,11.222399979296457,1
9.96477916477717,0.2956813890148554,0.47,1.6026550915428717,0.06491682402788629,7.78406945074277,24.0,0.9972134516190058,3.2037875926765707,0.9091682402788636,10.543186109851447,1
11.402783075493012,0.4019443384901398,0.66,2.9800927691831003,0.1021573261757734,12.0,29.60185538366201,0.9985648239975212,3.2038886769802795,0.6777773539605589,11.158330154704192,1
7.2,0.3673491893354739,0.4306032426581045,2.3572216267415858,0.07179524319935783,23.632540533226305,43.26508106645261,0.9946859221491429,3.3779524319935783,0.8022302693194198,11.698172986870018,1
9.713575681405533,0.3627151362811066,0.5411854591156681,5.245890314963155,0.09066157316778806,6.0,18.254302725622132,0.9977797329981843,3.225258163537328,0.8572848637188935,11.7,1
8.326031110108971,0.34537845615617413,0.39361232742736146,1.6537845615617415,0.0662270736937045,18.487384794794195,37.512615205205805,0.9941188064552542,3.282523041041161,0.884873847947942,12.381538013014513,1
10.55869688253523,0.31043625904227634,0.5080453238028454,2.0934844126761516,0.08286968825352303,6.0,20.826062349295395,0.997106946186704,3.168912182225339,0.85630028763374,10.976090647605691,1
11.203214099338734,0.5958035248346832,0.6575560984864085,5.1861734427626764,0.0857234688552535,6.207398358559859,18.86173442762676,0.998526234166701,3.2179260164144017,0.6782474263482746,13.337780492432042,1
8.837700766709904,0.34754015334198085,0.434425191677476,1.7562834611183173,0.06662834611183173,6.562834611183174,15.562834611183174,0.9948910425410664,3.2493448849935143,0.7118582694408413,12.193984227828222,1
14.785734536382185,0.2187654053298197,0.46921801776606564,2.238957357021421,0.07694786785107104,9.902606607446447,24.38957357021421,0.9999866942948403,3.0826611410319615,0.8331824625212513,9.355829428085682,1
8.897489600459838,0.23784937602759035,0.34810041598160646,1.9594979200919678,0.06816485440643774,48.24016639264257,71.05020799080322,0.9970217156815171,3.45215062397241,0.8640502079908032,10.524016639264257,1
8.65575103989907,0.3296459199915891,0.43663734401513965,3.6814163200336436,0.10185836799663564,11.592918399831781,24.0,0.9952823883839141,3.2462832640067285,0.6755751039899069,12.040708160016822,1
9.31029255032825,0.31261755301969496,0.4157053181181699,2.0841170201312997,0.068205851006565,12.4205851006565,25.0,0.9951305590429537,3.30205851006565,0.80635319194748,11.994409570459549,1
7.832524255801665,0.5251698732330785,0.1078398290875871,2.33131063950416,0.07260194046413312,17.33737872099168,36.65048511603328,0.9959288834069091,3.319757276740499,0.7939805953586687,11.565048511603328,1
6.81910146829564,0.5428529285681674,0.16476799206820286,2.3809476984090745,0.0643810460318185,12.904738492045373,28.904738492045375,0.9940547827420796,3.405710773806806,0.6323839960341014,11.785735357159163,1
7.043513728128693,0.3286910920977394,0.32695753508939124,1.9739383772347812,0.061086095174017446,4.0,8.0,0.99360011653528,3.3739150701787826,0.5813089079022606,12.173821841954789,1
7.2063555829910655,0.6219066748973198,0.053065169638396005,1.3560740283482235,0.065,15.0,21.93644417008934,0.9947685599506157,3.405607402834822,0.5355510919062538,10.171681431183046,1
7.480286216158866,0.6611764999646345,0.01600954053862889,2.2206678377040223,0.07977901081501644,9.600954053862889,14.399045946137111,0.9952842289729261,3.446152648618062,0.6581240270021755,11.420667837704022,1
8.2,0.3228993126961353,0.33136109968618355,2.743194501569082,0.06486979380884059,4.0,11.715972507845411,0.9945638439170887,3.3042604123823187,0.7514791752353623,12.8,1
10.491872636283405,0.240722432330364,0.47,2.0936787171093147,0.0659096959587045,6.027091212388651,24.0,0.9977923241564899,3.1506321282890686,0.899277567669636,10.993678717109315,1
